ID,Time,Knowledge,Resources,InnovationScore,Fitness
1,14,10.0,6.708598370000001,3.981744725952115,20.690343095952116
2,14,8.0,1.2914016300000002,0.48981424167201115,9.78121587167201
3,14,10.0,5.0,1.0101521829489464,16.010152182948946
1,15,10.0,6.9539646797,4.572954396956101,21.5269190766561
2,15,8.0,1.0460353203000001,1.1111632508833849,10.157198571183384
3,15,10.0,5.0,1.9528651720886128,16.952865172088615
1,16,10.0,6.9539646797,5.572954396956101,22.5269190766561
2,16,8.0,1.0460353203000001,1.1111632508833849,10.157198571183384
3,16,10.0,5.0,1.9528651720886128,16.952865172088615
1,17,10.0,6.9539646797,5.572954396956101,22.5269190766561
2,17,8.0,1.0460353203000001,1.1111632508833849,10.157198571183384
3,17,10.0,5.0,1.9528651720886128,16.952865172088615
1,18,10.0,7.152711390557,5.572954396956101,22.7256657875131
2,18,8.0,0.8472886094430001,1.1111632508833849,9.958451860326385
3,18,10.0,5.0,1.9528651720886128,16.952865172088615
1,19,10.0,7.152711390557,5.572954396956101,22.7256657875131
2,19,8.0,0.8472886094430001,1.1111632508833849,9.958451860326385
3,19,10.0,5.0,1.9528651720886128,16.952865172088615
1,20,10.0,7.152711390557,6.875012096267764,24.027723486824765
2,20,8.0,0.8472886094430001,1.4399151848166083,10.287203794259607
3,20,10.0,5.0,2.8349064709850276,17.83490647098503
1,21,10.0,7.31369622635117,6.875012096267764,24.188708322618933
2,21,8.0,0.6863037736488301,1.4399151848166083,10.12621895846544
3,21,10.0,5.0,2.8349064709850276,17.83490647098503
1,22,10.0,7.31369622635117,6.875012096267764,24.188708322618933
2,22,8.0,0.6863037736488301,1.4399151848166083,10.12621895846544
3,22,10.0,5.0,2.8349064709850276,17.83490647098503
1,23,10.0,7.31369622635117,6.875012096267764,24.188708322618933
2,23,8.0,0.6863037736488301,1.4399151848166083,10.12621895846544
3,23,10.0,5.0,2.8349064709850276,17.83490647098503
1,24,10.0,7.4440939433444475,7.875012096267764,25.319106039612212
2,24,8.0,0.5559060566555524,1.4399151848166083,9.99582124147216
3,24,10.0,5.0,2.8349064709850276,17.83490647098503
1,25,10.0,7.4440939433444475,7.8968653927648615,25.34095933610931
2,25,8.0,0.5559060566555524,1.8625289627082338,10.418435019363786
3,25,10.0,5.0,3.184761380348275,18.184761380348274
1,26,10.0,7.4440939433444475,7.8968653927648615,25.34095933610931
2,26,8.0,0.5559060566555524,1.8625289627082338,10.418435019363786
3,26,10.0,5.0,3.184761380348275,18.184761380348274
1,27,10.0,7.5497160941090025,7.8968653927648615,25.446581486873864
2,27,8.0,0.4502839058909975,1.8625289627082338,10.31281286859923
3,27,10.0,5.0,3.184761380348275,18.184761380348274
1,28,10.0,7.5497160941090025,8.896865392764862,26.446581486873864
2,28,8.0,0.4502839058909975,1.8625289627082338,10.31281286859923
3,28,10.0,5.0,3.184761380348275,18.184761380348274
1,29,10.0,7.5497160941090025,8.896865392764862,26.446581486873864
2,29,8.0,0.4502839058909975,1.8625289627082338,10.31281286859923
3,29,10.0,5.0,3.184761380348275,18.184761380348274
1,30,10.0,7.635270036228293,9.508540186149986,27.143810222378278
2,30,8.0,0.36472996377170797,2.407536969152118,10.772266932923827
3,30,10.0,5.0,3.3977997259866903,18.39779972598669
1,31,10.0,7.635270036228293,9.508540186149986,27.143810222378278
2,31,8.0,0.36472996377170797,2.407536969152118,10.772266932923827
3,31,10.0,5.0,3.3977997259866903,18.39779972598669
1,32,10.0,7.635270036228293,10.508540186149986,28.143810222378278
2,32,8.0,0.36472996377170797,2.407536969152118,10.772266932923827
3,32,10.0,5.0,3.3977997259866903,18.39779972598669
1,33,10.0,7.704568729344917,10.508540186149986,28.213108915494903
2,33,8.0,0.29543127065508346,2.407536969152118,10.702968239807202
3,33,10.0,5.0,3.3977997259866903,18.39779972598669
1,34,10.0,7.704568729344917,10.508540186149986,28.213108915494903
2,34,8.0,0.29543127065508346,2.407536969152118,10.702968239807202
3,34,10.0,5.0,3.3977997259866903,18.39779972598669
1,35,10.0,7.704568729344917,10.852102976205794,28.556671705550713
2,35,8.0,0.29543127065508346,2.93017344300071,11.225604713655793
3,35,10.0,5.0,4.023761251571129,19.02376125157113
1,36,10.0,7.760700670769383,11.852102976205794,29.612803646975173
2,36,8.0,0.2392993292306176,2.93017344300071,11.169472772231327
3,36,10.0,5.0,4.023761251571129,19.02376125157113
1,37,10.0,7.760700670769383,11.852102976205794,29.612803646975173
2,37,8.0,0.2392993292306176,2.93017344300071,11.169472772231327
3,37,10.0,5.0,4.023761251571129,19.02376125157113
1,38,10.0,7.760700670769383,11.852102976205794,29.612803646975173
2,38,8.0,0.2392993292306176,2.93017344300071,11.169472772231327
3,38,10.0,5.0,4.023761251571129,19.02376125157113
1,39,10.0,7.8061675433232,11.852102976205794,29.65827051952899
2,39,8.0,0.19383245667680027,2.93017344300071,11.12400589967751
3,39,10.0,5.0,4.023761251571129,19.02376125157113
1,40,10.0,7.8061675433232,13.364635018016006,31.170802561339205
2,40,8.0,0.19383245667680027,3.2174310279001475,11.411263484576947
3,40,10.0,5.0,4.519402372683948,19.51940237268395
1,41,10.0,7.8061675433232,13.364635018016006,31.170802561339205
2,41,8.0,0.19383245667680027,3.2174310279001475,11.411263484576947
3,41,10.0,5.0,4.519402372683948,19.51940237268395
1,42,10.0,7.842995710091793,13.364635018016006,31.207630728107798
2,42,8.0,0.15700428990820822,3.2174310279001475,11.374435317808356
3,42,10.0,5.0,4.519402372683948,19.51940237268395
1,43,10.0,7.842995710091793,13.364635018016006,31.207630728107798
2,43,8.0,0.15700428990820822,3.2174310279001475,11.374435317808356
3,43,10.0,5.0,4.519402372683948,19.51940237268395
1,44,10.0,7.842995710091793,14.364635018016006,32.2076307281078
2,44,8.0,0.15700428990820822,3.2174310279001475,11.374435317808356
3,44,10.0,5.0,4.519402372683948,19.51940237268395
1,45,10.0,7.872826525174352,14.88165690091192,32.754483426086274
2,45,8.0,0.12717347482564864,3.7603493915450725,11.88752286637072
3,45,10.0,5.0,5.131450024978546,20.131450024978548
1,46,10.0,7.872826525174352,14.88165690091192,32.754483426086274
2,46,8.0,0.12717347482564864,3.7603493915450725,11.88752286637072
3,46,10.0,5.0,5.131450024978546,20.131450024978548
1,47,10.0,7.872826525174352,14.88165690091192,32.754483426086274
2,47,8.0,0.12717347482564864,3.7603493915450725,11.88752286637072
3,47,10.0,5.0,5.131450024978546,20.131450024978548
1,48,10.0,7.8969894853912255,15.88165690091192,33.778646386303144
2,48,8.0,0.10301051460877539,3.7603493915450725,11.863359906153846
3,48,10.0,5.0,5.131450024978546,20.131450024978548
1,49,10.0,7.8969894853912255,15.88165690091192,33.778646386303144
2,49,8.0,0.10301051460877539,3.7603493915450725,11.863359906153846
3,49,10.0,5.0,5.131450024978546,20.131450024978548
1,50,10.0,7.8969894853912255,16.659226701399344,34.556216186790564
2,50,8.0,0.10301051460877539,4.546354125372307,12.649364639981082
3,50,10.0,5.0,5.139271274449046,20.139271274449044
